Date,Source,Search term,URL,Title,Brief,Article
2019-08-13,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/tech/ECE11495383/han-broed-telemonopolet-i-1990erne-og-efterlyser-mere-politisk-vildskab-vi-har-mistet-vores-forspring/,Han brød telemonopolet i 1990'erne og efterlyser mere politisk vildskab: »Vi har mistet vores forspring«,Han betragter kvantecomputere og kunstig intelligens som et par af de mest interessante teknologier at,"It-milliardæren Niels Zibrandtsen har siden salget af GlobalConnect hjulpet stribevis af iværksættere med at udfærdige forretningsplaner og få produkterne på markedet.
De teknologiske iværksættere i Danmark er nødt til at kunne tænke mere frit og fandenivoldsk, hvis vi skal have en chance for at konkurrere med stormagter som USA og Kina. Derfor skal politikerne turde at være mere tidssvarende i deres lovgivning og regulering på feltet i stedet for at se skræmmescenarier over alt.
Sådan lyder"
2019-08-13,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/tech/ECE11470812/ny-minister-vil-fjerne-barrierer-for-teknologiske-ivaerksaettere/,Ny minister lover håndsrækning til teknologiske iværksættere,til Niels Zibrandtsen ser ministeren dog ikke et behov for at slække på kravene inden for eksempelvis kunstig,"Lovgivningen har været hæmmende for innovationskraften, mener IT-Branchen. Den nytiltrådte erhvervsmininister, Simon Kollerup, vil forsøge at støtte op om teknologisk iværksætteri.
Danmark har mistet sin digitale førerposition de seneste år, så et af den nytiltrådte regerings mål er at fjerne lovmæssige barrierer for de mange teknologiske iværksættere og at støtte op om deres foretagender.
Det understreger erhvervsminister Simon Kollerup på baggrund af en opsang fra brancheorganisationen IT-Branchens næstformand,"
2019-08-27,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/debat/ECE11557918/fire-metoder-til-at-skabe-vaekst-med-data/,Kommentar: Fire metoder til at skabe vækst med data,"Derfor bruger Carlsberg kunstig intelligens til at testsmage ølvarianterne, hvilket kræver data via kemiske","Når du leder efter nye forretningspotentialer og allerede har kørt lean på din virksomhed, kan data være en vej til vækst. Cykelpartner.dk, Hounö, Carlsberg og Bjerg Arkitektur er eksempler på fire forskellige strategier.
Alle taler vækst, og de fleste virksomheder har efterhånden optimeret, effektiviseret og kørt lean på kryds og tværs af hele organisationen. Og hvad gør man så for at skabe bedre bundlinjer gennem eksisterende og nye forretninger? Svaret er data.
Hvor vi før har brugt mavefornemmelser og traditionelle kunde- eller markedsanalyser til at vurdere forretningspotentialerne ved forskellige produkter, forretningsmodeller og markeder, så kan data – og især store mængder data – noget, som den menneskelige hjerne ikke kan.
Der er fire overordnededigitale veje til vækst. Den første kan man kalde ”den digitale kunderejse”. Her indhenter virksomhederne data om kunderne og deres adfærd, f.eks. fra virksomhedens hjemmeside og sociale medier for at få mere viden om kundernes præferencer og adfærd og for at engagere kunderne mere på værdiskabende måder, så der skabes loyalitet og mersalg.
Et eksempel er Cykelpartner.dk, som indhenter data om kundernes adfærd på deres hjemmeside for så at sammensætte målrettede tilbud, marketing, salg og sortiment, efter hvad kunderne søger på først, mest og i hvilke kombinationer. Gennem målrettede tilbud og kampagner skaber Cykelpartner.dk loyale kunder og undgår lange liggetider på lageret. Virksomheden har vundet Gazelleprisen fire år i træk.
Den anden digitalevej kan vi kalde ”digitale produkter og services”. Her bruger man data indhentet via eksempelvis sensorer i de produkter, kunden køber. Formålet er at identificere, udvikle og levere nye målrettede produkter og services.
Det gør f.eks. Hounö, en virksomhed, der udvikler avancerede kombiovne til brug i bl.a. restauranter og supermarkedskæder. Data indsamles fra virksomhedens brugere via et cloudbaseret system og en app, som brugerne anvender. På den måde har virksomheden adgang til data fra alle dens ovne og for at se, hvordan den performer.
Det gør, at Hounö løbende kan optimere og udvikle deres ovne og tilføje nye service-add-ons målrettet kundernes adfærd og behov. Hounö vandt German Design Awards i 2019 og har udviklet sig fra en traditionel produktionsvirksomhed af ovne til at være markedsleder inden for internet of things og cloud-teknologi i fødevareindustrien.
Den tredje vejkan man kalde ”digital beslutningstagning”, hvor data anvendes til at foretage bedre forretningsbeslutninger. Et eksempel, som også omhandler udvikling af nye produkter via data, er Carlsberg Laboratorium, som dagligt udvikler ca. 1.000 forskellige smagsnuancer.
Så mange smage er det umuligt at bedømme alene ved at smage på dem. Derfor bruger Carlsberg kunstig intelligens til at testsmage ølvarianterne, hvilket kræver data via kemiske sensorer, som indsamler prøver fra tusindvis af forskellige gærtyper. Data bliver så gemt i skyen. Teknologien til at fortolke dem er baseret på både machine learning, deep learning og cognitive services.
Dermed kan Carlsberg udvikle nye produkter og skabe vækst hurtigere på forskellige globale markeder på grund af en væsentlig mere effektiv udviklingsproces og mere præcise produkt- og sortimentsbeslutninger.
Den sidste overordnede digitale vejtil vækst er ”digital kerneprocesoptimering”, hvor formålet er at indsamle og bruge data på tværs af forskellige kerneprocesser. Virksomheden kan f.eks. digitalisere sine udviklings- og innovationsprocesser ved brug af salgs- og produktionsdata. Det kan også være via 3D-modellering, simulering, eller 3D-print af prototyper mv.
Et eksempel er Bjerg Arkitektur, hvis projekter alle skitseres, udvikles og projekteres i 3D-softwaret Autodesk Revit Building. Derudover har virksomheden også fuldimplementeret brugen af BIM (Building Information Modeling) på alle projekter, hvilket bl.a. har betydet, at bygherren kan få et samlet projektmateriale med væsentlig færre fejl og mangler end tidligere.
Bjerg Arkitektur er siden 1987 vokset fra at være en mindre nordjysk tegnestue til en succesrig og mellemstor international arkitektvirksomhed. Især takket være den digitale satsning.
Annabeth Aagaard (ph.d., cand.merc.) er lektor og forskningsleder for Interdisciplinary Centre for Digital Business Development på Aarhus Universitet samt direktør i konsulenthuset KnowledgeHouse, knowledgehouse.dk."
2019-09-04,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/debat/international/ECE11595331/internettet-var-en-befriende-kraft-nu-bruger-diktatorer-det-til-udpraeget-misinformation/,Det skulle være så godt …: Internettet var en befriende kraft – nu bruger diktatorer det til udpræget misinformation,Han roser væksten i ratingsystemer og brugen af kunstig intelligens med henblik på at undgå bevidstløs,"Det er ikke nok at bekæmpe usandhed med sandhed; sandheden sejrer ikke altid på internettet.
Richard Stengel,der er tidligere redaktør for nyhedsmagasinet Time og viceudenrigsminister for offentligt diplomati i det amerikanske udenrigsministerium, skriver, at han engang var oplysningsidealist. Han troede på, at sandheden ville sejre i sidste instans. Men det var dengang.
»Det er vist gået op for alle, at det er en utopi. Desværre fremhæves kendsgerninger ikke med gult. En urigtig sætning lyder ligesom en rigtig sætning. Det er ikke nok at bekæmpe usandhed med sandhed; sandheden sejrer ikke altid,« skriver Stengel i en foruroligende erindringsbog om sine tre år i skudlinjen på kommunikationsfronten.
Bogen indeholder et direkte og skræmmende budskab: USA er ved at tabe kampen for det, som russerne kalder informationsrummet. Det forfærdelige paradoks ved internettet, som engang blev holdt frem som en befriende kraft, er, at det styrker autoriteter, som kontrollerer information, og svækker dem, der muliggør fri information.
Autoritære lande er derimod »gået fra at frygte informationsstrømmen til at udnytte den. De har forstået, at de selvsamme redskaber, der udbredte demokratiet, kan udvirke dets undergang«.
Stengels bog, der udkommertil oktober, bærer titlen ”Information Wars: How We Lost the Global Battle Against Disinformation and What We Can Do About It” (omtrent: ”Informationskrige: En beretning om, hvordan vi tabte den globale kamp mod misinformation, og hvad vi kan gøre ved det”, red.).
Desværre er første halvdel af undertitlen mere overbevisende end anden halvdel. Det er en beretning om, hvordan bureaukrati i det offentlige, passivitet og ikke mindst de begrænsninger, der er forbundet med et åbent, demokratisk samfund, gjorde USA sårbart over for hemmelige operationer via internettet.
»Vi kan lige så godt se det i øjnene: Demokratiske lande er ikke særligt gode til at bekæmpe misinformation,« skriver Stengel. Autoritære lande er derimod »gået fra at frygte informationsstrømmen til at udnytte den. De har forstået, at de selvsamme redskaber, der udbredte demokratiet, kan udvirke dets undergang«.
Stengel var administrerenderedaktør og en i vide kredse respekteret journalist, så da han indtrådte i Obama-regeringen i 2014 som leder af Udenrigsministeriets afdeling for kommunikation, lignede det en prisværdig risikovillighed fra begge parters side. Hans mandat lød på at bekæmpe USA-fjendtlig kommunikation. Det skulle dog vise sig at blive et lærestykke i, hvorfor en statsforvaltning ikke fungerer.
»Statsforvaltningen var for omfattende, for langsom og for bureaukratisk, opdagede jeg. Den går konstant i vejen for sig selv,« skriver han. »Drømmen om, at en udefra kommer til og retter op på forvaltningen, er og bliver en drøm.«
Da Stengel tiltrådte,bestod den store udfordring i at imødegå ekstremistisk kommunikation fra det, der siden hen blev Islamisk Stat. Det er en smertelig historie. I Udenrigsministeriet var der en enhed med betegnelsen center for strategisk terrorbekæmpelseskommunikation, CSCC. Den var blevet etableret af udenrigsminister Hillary Clinton i 2010.
»CSCC var et problembarn fra fødslen,« skriver Stengel. Enheden manglede kapital, omverdenen fik et forkert indtryk af den, og statsadministrationen havde ikke tillid til den.
Mens Islamisk Stat hærgede på nettet, grundede CSCC over situationen. Opgaver, der burde have været klaret på uger, tog måneder. Andre instanser undergravede alt, der var en trussel mod deres territorium. På ét bestemt langt møde hviskede en generalløjtnant til Stengel: »Jeg ved, hvordan man bekæmper Islamisk Stat (…) Få (organisationen) med i arbejdet mellem de forskellige offentlige instanser.«
Stengel erkender åbent,at Obama-styret var lang tid om at reagere på Ruslands indblanding i den amerikanske valgkamp i 2016. »Omfanget af russisk misinformation lå ud over, hvad vi var i stand til at reagere på,« skriver han. Han noterer sig den uhyggelige lighed mellem fordækt propaganda fra russisk side og Donald Trumps valgkampstemaer.
Han tvivler imidlertid på, at russisk indgriben spillede en afgørende rolle i 2016. »Jeg er endnu ikke sikker på, hvilken konsekvens det havde. Russernes kommunikation nåede viden om, men havde næppe den store indflydelse,« skriver han. Og han bringer denne mindeværdige bemærkning: »Ved at transmittere Trumps valgkampstaler i timevis bidrog CNN en hel del mere til at få ham valgt, end (tv-stationen) Russia Today gjorde.«
Stengel dokumenterer voressårbarhed over for manipulation, både indefra og udefra, men i vurderingen af hvad man kan gøre med hensyn til demokratiets svaghed, kommer han kun med nogle få forslag. Han fremfører, at Facebook og andre SoMe-virksomheder i højere grad burde behandles som udgivervirksomheder – og kun bevare deres frihed for erstatningsansvar, hvis de sætter ind for at fjerne urigtigt eller skadeligt indhold.
På lignende vis ønsker han at tvinge søgemaskiner til at forklare deres algoritmer til at vise indhold.
»Jeg tror ikke, at statsstyring er svaret,« skriver han. Han argumenterer til fordel for selvjustits i det økosystem, som journalister og annoncører er afhængige af. Han roser væksten i ratingsystemer og brugen af kunstig intelligens med henblik på at undgå bevidstløs clickbait og annoncørbetalt indhold, der skal ligne nyheder.
Bogen burde være en advarsel.Budskabet lyder, at åbne, demokratiske samfund er på tilbagetog. Der findes kun én magtfaktor, der er stærk nok til at redde situationen (en, der nævnes alt for lidt nu om dage), og det er de læsere og seere, der forbruger information eller oplysninger. Deres valg er afgørende.
Når alt kommer til alt, får mennesker de nyhedsmedier, de fortjener: Hvis de forbruger urigtige oplysninger, kan de forvisse sig om, at de får mere af samme skuffe.
Vil du have meninger direkte i din indbakke? Tilmeld dig gratis og få de seneste indlæg fra Jyllands-Postens debatsektion én gang i døgnet –klik her, sæt flueben og indtast din mailadresse.Følg ogsåJP Debatpå X."
2019-09-19,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/international/ECE11619937/dronen-den-fattige-mands-krydsermissil/,Vesten smager sin egen medicin: Militser og ludfattige stater slår igen igen med hjemmelavede droner,"Kunstig intelligens kan revolutionere fremtidens krige »En typisk drone flyver afsted, afleverer sin","Engang var dronen højteknologisk, forbeholdt verdens stormagter. Men alle kan i dag rigge en drone til, som kan bruges militært. Ludfattige militser og klaner udfordrer højt udviklede industristater. »Blodig ironi,« siger en forsker.
IMellemøstens virvar af krige og konflikter er dronen blevet den lille mands krydsermissil. Militser, klaner, terrororganisationer og fejlslagne stater kan med ganske få tekniske og økonomiske midler nu slå igen mod højteknologiske militærmagter, som de tidligere var helt forsvarsløse mod.
En drone er nem at bygge. Det rulles"
2019-09-10,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/international/ECE11606594/glad-og-ydmyg-vestager-fordobler-sin-magt/,"Vestager beholder overraskende sit job, »uanset hvad Trump måtte sige«",samarbejde med den franske kommissær Sylvie Goulard skal Vestager sætte øget fokus på udviklingen af kunstig,"13 af de 27 nye EU-kommissærer, der fra november skal lede Den Europæiske Union, er kvinder. Margrethe Vestager bliver den mest magtfulde sammen med formanden, Ursula von der Leyen.
PARIS/KØBENHAVN
Med ord som fleksibel, handlekraftig og engageret lovede chefen for den kommende EU-Kommission, Ursula von der Leyen, at forny og modernisere det europæiske samarbejde, da hun tirsdag præsenterede det nye hold på 27 EU-kommissærer.
Danske Margrethe Vestager får som ledende"
2019-09-05,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/erhverv/ECE11582298/fremstaar-vi-som-en-virksomhed-der-tager-ansvar-har-vi-nemmere-ved-at-tiltraekke-nye-kunder/,"TDC vil være CO2-neutral: »Fremstår vi som en virksomhed, der tager ansvar, har vi nemmere ved at tiltrække nye kunder«",store energieffektiviseringer at hente på især mobilnetværket. »Der er et kæmpe potentiale i at bruge kunstig,"Med et nyt mål om at blive CO2-neutral slår TDC flere fluer med et smæk: Det gavner økonomisk, tiltrækker kunder og medarbejdere og kommer politisk regulering i møde.
Nærmest i samme takt som regeringen har indledt forhandlingerne om ny klimalov, lancerer TDC et nyt mål om at udlede langt mindre CO2.
I 2030 vil TDC være 100 pct. CO2-neutral. I 2025 skal CO2-udledningen være halveret sammenlignet med i dag.
»Det er noget, vi som virksomhed gerne vil arbejde med, og derfor styres"
2019-08-29,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/debat/international/ECE11576457/ser-man-paa-koeretoejer-for-saakaldt-almindelige-mennesker-er-det-paafaldende-hvor-langt-bagefter-tyskland-er/,"Kommentar: Ser man på køretøjer for såkaldt almindelige mennesker, er det påfaldende, hvor langt bagefter Tyskland er","Og hvad vil AI – altså kunstig intelligens, herunder robotter – gøre ved tysk industri?","Bilkongen Ferdinand Piëchs død kan markere afslutningen for Tysklands økonomiske mirakel.
BERLIN
BoulevardavisenBild havde ryddet halvdelen af forsiden tidligere på ugen. Det er en stor forside, 57 cm høj og 39 cm bred, og med kolossale typer blev det forkyndt, at Ferdinand Piëch, krumtappen i Tysklands automobilindustri gennem generationer, var død. Han blev 82 år, hvilket ikke er en usædvanlig tidlig alder, og"
2019-07-26,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/indland/ECE11519043/Her-er-uddannelserne-med-de-h%C3%B8jeste-karakterkrav/,Her er uddannelserne med de højeste karakterkrav,"Teknisk videnskab (Civilingeniør)/kunstig intelligens og data, Danmarks Tekniske Universitet: 10,9. 9","Psykologi og forsikringsmatematik er blandt de uddannelser, der kræver høje karaktersnit ved året studieoptag.
En enkelt videregående uddannelse har i år sprængt karakterskalaen og kræver et gennemsnit på mindst 12,4 hos sine nye studerende.
Læs her, hvilke karaktersnit der kræves på de uddannelser, der ved denne sommers studieoptag har de højeste karakterkrav.
1. International Business, Copenhagen Business School: 12,4.
2. Cognitive Science, Aarhus Universitet: 11,9.
3. International Business & Politics, Copenhagen Business School: 11,8.
3. Psykologi, Københavns Universitet: 11,8.
4. Forsikringsmatematik, Københavns Universitet: 11,5.
5. Klinisk biomekanik, Syddansk Universitet: 11,3.
5. Psykologi, Aarhus Universitet: 11,3.
6. Molekylær biomedicin, Københavns Universitet: 11,2.
6. Business Administration & Digital Management, Copenhagen Business School: 11,2.
6. Kommunikation, Danmarks Medie- og Journalisthøjskole (Aarhus): 11,2.
6. Psykologi, Syddansk Universitet: 11,2.
7. Medicin, Københavns Universitet: 11,1.
7. Statskundskab, Københavns Universitet: 11,1.
7. Antropologi, Københavns Universitet: 11,1.
7. Erhvervsøkonomi/HA (Projektledelse), Copenhagen Business School: 11,1.
7. Jordemoder, Københavns Professionshøjskole: 11,1.
8. Veterinærmedicin, Københavns Universitet: 11,0.
8. Medicin, Syddansk Universitet: 11,0.
8. Kommunikation, Danmarks Medie- og Journalisthøjskole (København): 11,0.
9. Teknisk videnskab (Civilingeniør)/kunstig intelligens og data, Danmarks Tekniske Universitet: 10,9.
9. Medicin, Aarhus Universitet: 10,9.
9. Odontologi, Aarhus Universitet: 10,9.
9. AP Graduate in Computer Science, Sjællands Erhvervsakademi: 10.9.
10. Medicin, Aalborg Universitet: 10,8.
10. Psykologi, Aalborg Universitet: 10,8.
10. Odontologi, Københavns Universitet: 10,8.
Kilder: Styrelsen for Uddannelse og Forskning.
/ritzau/"
2019-06-22,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/erhverv/ECE11455848/legal-techivaerksaetter-klienterne-kommer-fremover-til-at-kraeve-at-deres-advokat-er-med-paa-teknologiboelgen/,"Legal tech-iværksætter: Klienterne kommer fremover til at kræve, at deres advokat er med på teknologibølgen","Den handler ifølge Niels Martin Brøchner om avanceret kunstig intelligens, machine learning og diverse","Advokatbranchen har taget nye teknologier som kunstig intelligens og automatisering til sig, men det vil tage nogle år endnu, før legal tech for alvor bliver et uundværligt redskab i advokatens værktøjskasse.
De fleste brancher oplever en teknologisk disruption i disse år, og advokatbranchen er ingen undtagelse. Begrebet legal tech er blevet overskriften på de mange digitale teknologier, som assisterer – eller truer – advokater og jurister i deres daglige arbejde. Herhjemme har flere større advokatfirmaer, heriblandt Kammeradvokaten, allerede"
2019-06-27,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/livsstil/digitalt/ECE11464182/Avanceret-ansigtsgenkendelse-ser-hvad-du-f%C3%B8ler/,Avanceret ansigtsgenkendelse ser hvad du føler,"Det er kunstig intelligens, men den særlige variant, hvor systemerne bliver klogere, jo mere de arbejder","Kameraer, iris- og ansigtsscannere og kunstig intelligens er blot nogle af ingredienserne, vi i fremtiden skal vænne os til, når vi går på gaden eller tjekker ind i lufthavnen. Systemerne til ansigtsgenkendelse breder sig, og de bygger på selvlærende systemer.
Forestil dig at ankomme i lufthavnen, gå gennem sikkerhedskontrollen og sætte kursen mod gaten uden overhovedet at have haft papirer fremme, uden at have talt med et menneske eller taget skoene af og på. Visionen er ikke så langt ude i fremtiden, som du måske tror.
Lufthavne verden rundt får i disse år scannere, kameraer og"
2019-08-20,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/erhverv/ECE11555872/revisionsformand-efter-skandaler-vi-skal-vide-hvor-forsvarslinjerne-ligger-og-hvem-der-daekker-dem/,"Revisionsformand efter skandaler: Vi skal vide, hvor forsvarslinjerne ligger, og hvem der dækker dem",Her kan digitale løsninger og kunstig intelligens formentlig hjælpe os meget.,"Der er forkerte forventninger til, hvad revisor skal i bl.a. de store hvidvaskskandaler. Derfor er det vigtigt, at man enes om skarpere krav til revisorerne, mener de danske og nu også nordiske revisorers formand, Peter Gath.
Genan-skandalen. OW Bunker-forliset. Bedragerikomplekset om Hesalight. Og hele hvidvaskmistanken i Danske Bank.
Det, der skulle være offentlighedens tillidsrepræsentant, revisorerne, er involveret i nogle af de største skandaler herhjemme og under beskydning for deres rolle:
Men faktisk beror det primært på en misforståelse"
2019-05-30,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/debat/kommentar/ECE11397525/danmark-halter-haabloest-bagud-i-forhold-til-kunstig-intelligens/,Danmark halter håbløst bagud i forhold til kunstig intelligens,"I Kina har man besluttet, at man vil være verdens førende inden for kunstig intelligens inden for de","Talentmassen inden for it skal øges, hvis Danmark ønsker en styrkeposition i fremtiden.
Palo Alto
Vi er midt i et digitalt kapløb,som handler om at skabe de bedste algoritmer. I Kina har man besluttet, at man vil være verdens førende inden for kunstig intelligens inden for de næste 10 år. Og dertil skal de bruge data. Meget data. Og det høster de med lynets hast, mens vi drøfter etik, og hvordan vi kan indsamle færre data om og på hinanden.
Brian Mikkelsen, direktør for Dansk Erhverv, sagde for nylig, at Danmark har sovet i timen, når det kommer til rettidig omhu mht. kunstig intelligens. Og Dansk Erhverv foreslår nu at etablere en fond med 400 mio. kr. til at indhente det fortabte. Det er en god start, men ikke tilstrækkeligt. Danmark har ikke bare misset toget; vi er langt bagud andre lande, som vi ellers godt kan lide at gnubbe skuldre med. Den eneste måde ikke at miste jobbet til en robot er ved ikke at tænke som én.

Det vigtige i fremtidener din evne til at tænke ”computernally” (CT). Og hvad betyder det så? Det beskrives nok bedst som en problemløsningsproces. CT-kompetencer er afgørende for udviklingen af såkaldte computerapplikationer, men det kan også bruges til at understøtte problemløsning på tværs af alle vigtige discipliner i et samfund; herunder humaniora, matematik og videnskab. Mennesker, der studerer og lærer CT, ser typisk forhold og sammenhænge imellem faglige emner og i livet i al almindelighed. Dette er holistisk tænkning, om du vil.
For at lykkes i fremtiden skal vi lære at nedbryde kompleksitet, nedbryde data og nedbryde processer, så de bliver effektive, håndterbare og forståelige. Vi skal kunne gennemskue mønstre, tendenser og (u)regelmæssigheder i data. Øh ja, tænker du måske. Hvis Dansk Erhvervs foreslåede satsning skal lykkes, må vi afkode, hvordan vi sikrer, at ungerne er klar til den fremtid, de skal ud i. Fremtidens jobs er digitale, og vi kan ikke holde alle udlændinge uden for landegrænserne.
Men noget af det, der bekymrer allerflest, er uvisheden, med hensyn til hvordan teknologiske fremskridt kommer til at påvirke vores liv fremadrettet. Og med rette. København er netop rykket ned på analysehuset Savills’ liste over verdens bedste techbyer. Talentmassen inden for itskaløges, hvis Danmark ønsker en styrkeposition i fremtiden.
Ingen bør kigge ind i fremtiden og se den som en simpel fortsættelse af nutiden. Digitaliseringen betyder en hel masse nye muligheder og bedre jobs, men vi er ikke klar. Facebook og Google har fået kritik, fordi de har været lidt for gavmilde med vores data, men samtidig er de ved at charmere sig ind på andre måder for at sikre deres status på den lange bane. Og her er Danmark heller ikke immun.

Giganterne har sat sig påuddannelsesmarkedet, fordi man her virkelig kan nå ud til fremtidens kunder. Ved at finansiere programmer lægger eksempelvis Facebook op til, at fremtidens elever kan samles og arbejde på deres lektier og opgaver igennem personligt tilpasset software. Det er Mark Zuckerbergs vision, at en milliard studerende fra hele verden skal kunne uddanne sig og lære alene online.
Software kan faktisk måle, støtte og give bedre feedback. Vores børn benytter Dreambox, som er noget af en sensation her i USA. Zuckerberg vil donere 99 pct. af formuen til at støtte bl.a. en omfattende transformation af det globale skole- og uddannelsessystem.
Så ja, 400 mio. danske kr. er en god start, men vil kun tage os to stationer frem, så er vi sat af toget, og så er vi i lommen på Facebook og Google igen.
Vil du have meninger direkte i din indbakke? Tilmeld dig gratis og få de seneste indlæg fra Jyllands-Postens debatsektion én gang i døgnet –klik her, sæt flueben og indtast din mailadresse.Følg ogsåJP Debatpå X."
2019-07-21,Jyllands_posten,Kunstig intelligens,https://jyllands-posten.dk/debat/international/ECE11496214/Det-globale-internet-st%C3%A5r-til-at-blive-delt-i-to-%E2%80%93-et-vestligt-og-et-kinesisk/,En teknologisk kold krig: Det globale internet står til at blive delt i to – et vestligt og et kinesisk,"vist sig at være det avancerede industrimarked, der er mest interesseret i at udrulle robotteknologi, kunstig","Truslen fra en alternativ kinesisk infrastruktur bør være incitamentet til at etablere en digital TPP (Trans-Pacific Partnership).
I efteråret 2016 kritiseredebåde den republikanske og den demokratiske kandidat til posten som USA’s præsident Trans-Pacific Partnership (TPP), som er en frihandelsaftale mellem lande, der grænser op til Stillehavet.
Aftalen ville have knyttet lande, der tegner sig for ca. 40 pct. af det globale bruttonationalprodukt (bnp), sammen. Den amerikanske præsident, Donald Trump, endte med at trække USA ud af TPP-aftalen i løbet af sin første uge som præsident. ”America First”-æraen var officielt begyndt.
Nu, to et halvt år indei den postamerikanske verdensorden, fortsætter USA med at forbløffe sine traditionelle allierede. Europæerne ser pludselig sig selv stemplet som valutamanipulatorer, og sikkerhedssamarbejdet med Japan bliver åbenlyst draget i tvivl. Samtidig går det stadig op og ned i den amerikansk-kinesiske handelskrig, og det påvirker den internationale økonomiske vækst.
Det er vigtigt, at Vesten beviser over for Kina, at Vesten stadig udgør en helhed, som man kan regne med; og det er endnu vigtigere, at Vesten beviser det over for sig selv.
Mens handelskrigen imidlertid når avisforsider verden over, er en anden krig under optræk mellem Kina og USA – en krig, der rummer større muligheder for global disruption – en teknologisk kold krig.
Kina har brugt år påat udvikle sig til en teknologisk supermagt, som er uafhængig af USA’s interesser. Handelskrigen har afsløret denne udvikling, og pludselig er verden stillet over for et globalt internet, der står til at blive delt i to – et vestligt og et kinesisk.
Den vestlige version vil mere eller mindre blive styret af private interessenter med en varierende grad af offentlig kontrol; den kinesiske del vil blive styret af Kina. Kort og godt.
Det bedste, som Vesten – og vestligt anført multilateralisme i ”America First”-æraen – kan håbe på på den baggrund, er dannelse af en digital version af TPP – en udgave, som sætter USA, Europa og Japan i stand til at udnytte deres individuelle teknologiske kompetencer og hjælpe verden med at udstikke en digital kurs fremover.
Det bliver ikke nemt– især ikke på et tidspunkt, da USA udviser beskeden interesse i at påtage sig en international lederrolle. Det er denne mangel på interesse, der har ført til en omfattende svækkelse af multilaterale aftaler, normer og institutioner, som Vesten står i spidsen for.
Hvad teknologi angår, findes der imidlertid en global valgmulighed, og for at vinde har USA brug for sine allierede.
USA skal selvfølgelig spilleen afgørende rolle, eftersom de dygtigste og mest innovative teknologimedarbejdere (for ikke at tale om de teknologivirksomheder, som har ansat dem) primært befinder sig der. Det er dog kun én brik i puslespillet.
Når man ser på EU-markedets omfang, EU-apparatets formåen og EU’s proaktive tilgang til teknologitilsyn, er EU en supermagt på det reguleringsmæssige område – så meget er i hvert fald blevet fastslået med den vellykkede udrulning af persondataforordningen og den iver, hvormed virksomheder har rettet ind for ikke at miste adgang til et af verdens største forbrugermarkeder.
Japan har samtidig vist sigat være det avancerede industrimarked, der er mest interesseret i at udrulle robotteknologi, kunstig intelligens og ny teknologi til sin egen (hastigt aldrende) befolkning. Det har gjort Japan til et levende laboratorium for verdens mest avancerede teknologi.
Hvis man samler disse styrkepositioner og giver dem en ramme, som der kan samarbejdes i, har man lagt grundstenen til en digital TPP.
Truslen fra en alternativ kinesisk infrastruktur – og Kinas mulighed for at benytte sin økonomiske magt til at eksportere sin forestilling om data- og privatlivsbeskyttelse i det 21. århundrede til andre lande – er incitamentet til at etablere en digital TPP, men målet er ikke blot at konkurrere med Kinas forestilling om den digitale fremtid.
Etablering af en digitalTPP-ramme, der regulerer brugen af internettet i de største lande i Vesten, har til formål at give kineserne et incitament til at indføre reformer, så Kina kan få adgang til et væsentligt større marked – lidt ligesom da medlemskab af Verdenshandelsorganisationen (WTO) bragte Kina og Vesten nærmere hinanden.
Det resultat er langtfra sikkert. Selv om Kina ikke underskriver en digital TPP, er det imidlertid et projekt, som Vesten har hårdt brug for i øjeblikket – både for at koordinere sin strategi over for den voksende teknologiske trussel fra Kina og for at bevise, at multilateralisme kan overleve i en postamerikansk verdensorden.
Det er vigtigt, at Vesten beviser over for Kina, at Vesten stadig udgør en helhed, som man kan regne med; og det er endnu vigtigere, at Vesten beviser det over for sig selv.
Vil du have meninger direkte i din indbakke? Tilmeld dig gratis og få de seneste indlæg fra Jyllands-Postens debatsektion én gang i døgnet –klik her, sæt flueben og indtast din mailadresse.Følg ogsåJP Debatpå X."
